iter	RMSE
274	0.004033688195
275	0.004006563119
276	0.003970040578
277	0.003964439222
278	0.003941293951
279	0.003935990228
280	0.003915336692
281	0.0039102614
282	0.003890383365
283	0.003882662809
284	0.003877970588
285	0.003848610194
286	0.003842830768
287	0.003816910318
288	0.003790465179
289	0.003766143299
290	0.003732497481
291	0.003712754101
292	0.003684325777
293	0.003656757155
294	0.003652614637
295	0.003648650613
296	0.00361928661
297	0.003591156483
298	0.003584817936
299	0.003579916818
300	0.003548426658
301	0.00352547038
302	0.003521890273
303	0.003497785431
304	0.003476586553
305	0.00347087778
306	0.003444007428
307	0.003431009807
308	0.003418530612
309	0.003386477428
310	0.003358593489
311	0.003331813068
312	0.003328509764
313	0.003298343463
314	0.00327778729
315	0.003251063701
316	0.003245892489
317	0.003216751285
318	0.003213619563
319	0.003208758477
320	0.003188061243
321	0.003160682771
322	0.003142436487
323	0.003120816579
324	0.003102946459
325	0.00308779946
326	0.003083708677
327	0.003065381986
328	0.003030364637
329	0.003009724295
330	0.002986173986
331	0.002966424154
332	0.002938641854
333	0.002921287798
334	0.002902817843
335	0.002886457435
336	0.002868614556
337	0.002853226113
338	0.002829051386
339	0.00280729233
340	0.002790630787
341	0.002770086732
342	0.002756955185
343	0.002742463163
344	0.002728185524
345	0.002715662028
346	0.002700986108
347	0.002679273937
348	0.002659546925
349	0.002646211597
350	0.002643018791
351	0.002628756228
352	0.002617107647
353	0.002606028981
354	0.002587935395
355	0.002566907489
356	0.002549202256
357	0.002535109628
358	0.002518991555
359	0.00250413855
360	0.002489483368
361	0.002469360966
362	0.002454962759
363	0.002435342686
364	0.002421394385
365	0.002407867506
366	0.002393364075
367	0.002381318929
368	0.002351067834
369	0.002338588491
370	0.002324976496
371	0.002307162926
372	0.002291011661
373	0.002277522022
374	0.00226431565
375	0.002247683238
376	0.002235867332
377	0.002220704847
378	0.002208041986
379	0.002196607084
380	0.002185512704
381	0.002171247513
382	0.002161283118
383	0.002149246407
384	0.002137240207
385	0.002127341322
386	0.002120345532
387	0.002103327164
388	0.002094014964
389	0.002087445806
390	0.002078554052
391	0.002064670545
392	0.002053873844
393	0.002041630058
394	0.002035253076
395	0.002021858109
396	0.002010548097
397	0.001996008016
398	0.001984827715
399	0.001976450018
400	0.001968808116
401	0.001954105155
402	0.001944636532
403	0.00193328967
404	0.001922362039
405	0.001914633028
406	0.001899876365
407	0.00189375413
408	0.001882624857
409	0.001874388218
410	0.001867144715
411	0.001857453507
412	0.001849374449
413	0.001836374621
414	0.001826356039
415	0.001814742976
416	0.001801796901
417	0.001792511297
418	0.001784345961
419	0.001776410749
420	0.001768537432
421	0.001758672897
422	0.001758132302
423	0.001750779512
424	0.001743578388
425	0.001737116941
426	0.001726664633
427	0.001719129606
428	0.001713466157
429	0.001700612987
430	0.00168778244
431	0.001681473567
432	0.001679630612
433	0.001673022063
434	0.001670104422
435	0.001659536644
436	0.001648323513
437	0.001641190422
438	0.001629859994
439	0.001620977669
440	0.001614072203
441	0.001612149134
442	0.001602181108
443	0.001595655981
444	0.001585935169
445	0.00157543794
446	0.001564567723
447	0.001552167052
448	0.001541353459
449	0.001531860772
450	0.001522070712
451	0.001515977793
452	0.001505239436
453	0.001499097069
454	0.001495090295
455	0.001486477042
456	0.001478701761
457	0.001473383959
458	0.001471918996
459	0.001464605095
460	0.001455435547
461	0.001449650103
462	0.001444358957
463	0.001441286325
464	0.001435695071
465	0.001430042533
466	0.001424375896
467	0.001419670684
468	0.001415959667
469	0.001409640123
470	0.001403133618
471	0.001397750908
472	0.0013926676
473	0.001387511191
474	0.001381191121
475	0.001373084966
476	0.00137009335
477	0.001361182762
478	0.001353397762
479	0.001345015588
480	0.001344086232
481	0.001339310957
482	0.001333352155
483	0.001328525814
484	0.001320314708
485	0.001316644775
486	0.00130980061
487	0.001305225049
488	0.001302387202
489	0.001297491599
490	0.001291312797
491	0.00128491504
492	0.001282328736
493	0.001279033229
494	0.001271734135
495	0.001266835593
496	0.001261579385
497	0.001255805825
498	0.001250603139
499	0.00124776789
